id,module_code,title,category,topic_tags,target_group,description,faculty_tag,level_tag,study_level_match,module_level_number,credits,semester
103,SBE1002,Level 1000 Introduction to Finance Decision Making,Academic,"economics,leadership,business,introductory",Undergraduate,"Level 1000 Introduction to Finance Decision Making is designed for undergraduate and focuses on economics, leadership, business within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,4,Semester 2
104,SBE1003,Level 1000 Introduction to Innovation Leadership,Academic,"marketing,analytics,strategy,basics",Undergraduate,"Level 1000 Introduction to Innovation Leadership is designed for undergraduate and focuses on marketing, analytics, strategy within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,3,Semester 2
105,SCI1004,Campus Guidance Briefing,Campus Service,"environment,biology,lab work,student support,academic support,foundations",All Students,"Campus Guidance Briefing provides university support services related to environment, biology, lab work for the UBD community.",Faculty of Science,Level 1000,Undergraduate,1000,3,Semester 1
106,SDS1005,Level 1000 Introduction to Systems Architecture,Academic,"software engineering,cloud,distributed systems,introductory",Undergraduate,"Level 1000 Introduction to Systems Architecture is designed for undergraduate and focuses on software engineering, cloud, distributed systems within School of Digital Science.",School of Digital Science,Level 1000,Undergraduate,1000,4,Semester 1
107,FASS1006,Graduate Employability Clinic,Career,"research,sociology,history,career,employability,professional skills,fundamentals",Undergraduate,"Graduate Employability Clinic supports undergraduate in preparing for internships, employment, and professional development.",Faculty of Arts and Social Sciences,Level 1000,Undergraduate,1000,3,Semester 1
108,SDS1007,Academic Advisory Session,Campus Service,"software engineering,distributed systems,analytics,student support,academic support,introductory",All Students,"Academic Advisory Session provides university support services related to software engineering, distributed systems, analytics for the UBD community.",School of Digital Science,Level 1000,Undergraduate,1000,3,Semester 2
109,SBE1008,Level 1000 Introduction to Business Practice,Academic,"management,marketing,finance,fundamentals",Undergraduate,"Level 1000 Introduction to Business Practice is designed for undergraduate and focuses on management, marketing, finance within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,4,Semester 1
110,SBE1009,Graduate Employability Clinic,Career,"marketing,analytics,entrepreneurship,career,employability,professional skills,fundamentals",Undergraduate,"Graduate Employability Clinic supports undergraduate in preparing for internships, employment, and professional development.",School of Business and Economics,Level 1000,Undergraduate,1000,3,Semester 2
111,SBE1010,Level 1000 Introduction to Entrepreneurship Applications,Academic,"leadership,entrepreneurship,strategy,introductory",Undergraduate,"Level 1000 Introduction to Entrepreneurship Applications is designed for undergraduate and focuses on leadership, entrepreneurship, strategy within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,3,Semester 1
112,SDS1011,Entrepreneurship Seminar,Student Activity,"cloud,cybersecurity,sql,leadership,innovation,basics",All Students,"Entrepreneurship Seminar is an engagement opportunity for students interested in cloud, cybersecurity, sql and broader campus participation.",School of Digital Science,Level 1000,Undergraduate,1000,3,Semester 1
113,SBE1012,Level 1000 Introduction to Management Planning,Academic,"strategy,entrepreneurship,finance,foundations",Undergraduate,"Level 1000 Introduction to Management Planning is designed for undergraduate and focuses on strategy, entrepreneurship, finance within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,4,Semester 1
114,SBE1013,Learning Support Workshop,Campus Service,"innovation,marketing,economics,student support,academic support,foundations",All Students,"Learning Support Workshop provides university support services related to innovation, marketing, economics for the UBD community.",School of Business and Economics,Level 1000,Undergraduate,1000,4,Semester 2
115,SCI1014,Level 1000 Introduction to Chemistry Investigations,Academic,"data analysis,lab work,biology,basics",Undergraduate,"Level 1000 Introduction to Chemistry Investigations is designed for undergraduate and focuses on data analysis, lab work, biology within Faculty of Science.",Faculty of Science,Level 1000,Undergraduate,1000,3,Semester 1
116,SDS1015,Learning Support Workshop,Campus Service,"cloud,programming,machine learning,student support,academic support,fundamentals",All Students,"Learning Support Workshop provides university support services related to cloud, programming, machine learning for the UBD community.",School of Digital Science,Level 1000,Undergraduate,1000,4,Semester 2
117,FASS1016,Level 1000 Introduction to Media Methods,Academic,"literature,academic writing,culture,basics",Undergraduate,"Level 1000 Introduction to Media Methods is designed for undergraduate and focuses on literature, academic writing, culture within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 1000,Undergraduate,1000,3,Semester 2
118,SDS1017,Internship Preparation Workshop,Career,"python,sql,software engineering,career,employability,professional skills,basics",Undergraduate,"Internship Preparation Workshop supports undergraduate in preparing for internships, employment, and professional development.",School of Digital Science,Level 1000,Undergraduate,1000,4,Semester 1
119,SCI1018,Level 1000 Introduction to Scientific Techniques,Academic,"biology,data analysis,environment,fundamentals",Undergraduate,"Level 1000 Introduction to Scientific Techniques is designed for undergraduate and focuses on biology, data analysis, environment within Faculty of Science.",Faculty of Science,Level 1000,Undergraduate,1000,4,Semester 1
120,SBE1019,Level 1000 Introduction to Innovation Planning,Academic,"business,strategy,finance,fundamentals",Undergraduate,"Level 1000 Introduction to Innovation Planning is designed for undergraduate and focuses on business, strategy, finance within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,4,Semester 1
121,FASS1020,Level 1000 Introduction to Communication Perspectives,Academic,"history,academic writing,innovation,fundamentals",Undergraduate,"Level 1000 Introduction to Communication Perspectives is designed for undergraduate and focuses on history, academic writing, innovation within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 1000,Undergraduate,1000,4,Semester 1
122,SDS1021,Student Wellbeing Support,Campus Service,"programming,azure,python,student support,academic support,foundations",All Students,"Student Wellbeing Support provides university support services related to programming, azure, python for the UBD community.",School of Digital Science,Level 1000,Undergraduate,1000,3,Semester 1
123,SBE1022,Student Leadership Forum,Student Activity,"economics,business,analytics,leadership,innovation,foundations",All Students,"Student Leadership Forum is an engagement opportunity for students interested in economics, business, analytics and broader campus participation.",School of Business and Economics,Level 1000,Undergraduate,1000,3,Semester 1
124,SBE1023,Level 1000 Introduction to Marketing Analysis,Academic,"analytics,economics,finance,fundamentals",Undergraduate,"Level 1000 Introduction to Marketing Analysis is designed for undergraduate and focuses on analytics, economics, finance within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,4,Semester 2
125,SBE1024,Level 1000 Introduction to Strategic Decision Making,Academic,"management,economics,analytics,fundamentals",Undergraduate,"Level 1000 Introduction to Strategic Decision Making is designed for undergraduate and focuses on management, economics, analytics within School of Business and Economics.",School of Business and Economics,Level 1000,Undergraduate,1000,3,Semester 1
